  -2.0000000000000000       0.15103150263629514     
  -1.9499999992549419       0.14568257113376823     
  -1.8999999985098839       0.13639568838834348     
  -1.8499999940395355       0.12441434170264773     
  -1.7999999970197678       0.11181028204419304     
  -1.7500000000000000        9.9785226961827123E-002
  -1.6999999880790710        8.8443377232232709E-002
  -1.6500000059604645        7.8829845590089445E-002
  -1.5999999940395355        7.0211662883262277E-002
  -1.5499999821186066        6.3244915682086261E-002
  -1.5000000000000000        5.7134077369133590E-002
  -1.4499999880790710        5.2288278120874193E-002
  -1.3999999761581421        4.8081871759567449E-002
  -1.3499999642372131        4.4791783937440835E-002
  -1.3000000119209290        4.1967367965109297E-002
  -1.2500000000000000        3.9814928450476982E-002
  -1.1999999880790710        3.8012330267811596E-002
  -1.1499999761581421        3.6730024419095668E-002
  -1.0999999642372131        3.5729858756553670E-002
  -1.0500000119209290        3.5170142411508461E-002
  -1.0000000000000000        3.4863207812394860E-002
 -0.94999992847442627        3.4976249769885843E-002
 -0.89999997615814209        3.5347222368198386E-002
 -0.85000002384185791        3.6176433307430034E-002
 -0.79999995231628418        3.7307102063552186E-002
 -0.75000000000000000        3.9006913079447592E-002
 -0.69999992847442627        4.1103946598900411E-002
 -0.64999997615814209        4.3987413855634996E-002
 -0.60000002384185791        4.7443712174026639E-002
 -0.54999995231628418        5.2070501361497191E-002
 -0.50000000000000000        5.7564549115989939E-002
 -0.44999992847442627        6.4849508881393306E-002
 -0.39999997615814209        7.3411433460269848E-002
 -0.35000002384185791        8.4521801664951046E-002
 -0.29999995231628418        9.7106127237396131E-002
 -0.25000000000000000       0.11209075176985846     
 -0.19999992847442627       0.12728039342379055     
 -0.14999997615814209       0.14074026749688592     
 -0.10000002384185791       0.15081633172167405     
  -4.9999952316284180E-002  0.15126997463393754     
   0.0000000000000000       0.14624828460670852     
   4.9999952316284180E-002  0.13220762452325110     
  0.10000014305114746       0.11534508232691487     
  0.15000009536743164        9.7933861050462728E-002
  0.20000004768371582        8.1337541154323872E-002
  0.25000000000000000        6.7986560881787825E-002
  0.29999995231628418        5.6467498968646480E-002
  0.35000014305114746        4.7866868107681086E-002
  0.40000009536743164        4.0680108908385491E-002
  0.45000004768371582        3.5386935835276231E-002
  0.50000000000000000        3.0988216616990631E-002
  0.54999995231628418        2.7754409285568191E-002
  0.60000014305114746        2.5080501627190759E-002
  0.65000009536743164        2.3157073709639028E-002
  0.70000004768371582        2.1612304365313348E-002
  0.75000000000000000        2.0611363372570825E-002
  0.79999995231628418        1.9911413602786688E-002
  0.85000014305114746        1.9696550696325768E-002
  0.90000009536743164        1.9793729044234147E-002
  0.95000004768371582        2.0476079649571058E-002
   1.0000000000000000        2.1614600477413214E-002
   1.0499999523162842        2.3746320337416332E-002
   1.1000001430511475        2.6823419102318634E-002
   1.1500000953674316        3.2218699682860140E-002
   1.2000000476837158        4.0209321255142379E-002
   1.2500000000000000        5.4774231042618388E-002
   1.2999999523162842        7.4872538477421063E-002
   1.3500001430511475       0.10573272457261126     
   1.4000000953674316       0.12716380168637995     
   1.4500000476837158       0.11133414154474761     
   1.5000000000000000        8.5841242585920394E-002
   1.5499999523162842        5.8279751439147057E-002
   1.6000001430511475        3.2988532495622405E-002
   1.6500000953674316        2.0174668871852350E-002
   1.7000000476837158        1.2393188898265991E-002
   1.7500000000000000        8.4407876688662436E-003
   1.7999999523162842        5.8710876359977611E-003
   1.8500001430511475        4.3926588063586125E-003
   1.9000000953674316        3.3310610703571847E-003
   1.9500000476837158        2.6543005123712592E-003
   2.0000000000000000        2.2956870608991315E-003
